112.453,112,113,124,135,143,152,254,345
112.543,112,113,125,134,142,153,245,354
112.354,112,114,123,134,145,152,253,354
112.534,112,114,125,132,143,154,235,345
112.345,112,115,123,135,142,154,243,345
112.435,112,115,124,132,145,153,234,354
113.524,113,114,123,135,142,154,245,253
113.254,113,114,124,132,145,153,235,254
113.425,113,115,123,134,145,152,243,254
113.245,113,115,125,132,143,154,234,245
114.325,114,115,124,135,143,152,234,253
114.235,114,115,125,134,142,153,235,243
221.543,124,145,152,221,223,234,253,354
221.453,125,142,154,221,223,235,243,345
221.354,125,132,153,221,224,234,245,354
221.534,123,135,152,221,224,243,254,345
221.435,123,134,142,221,225,245,253,354
221.345,124,132,143,221,225,235,254,345
223.514,124,132,145,153,223,224,235,254
223.154,123,135,142,154,223,224,245,253
223.145,123,134,145,152,223,225,243,254
223.415,125,132,143,154,223,225,234,245
224.315,125,134,142,153,224,225,235,243
224.135,124,135,143,152,224,225,234,253
331.542,134,145,153,235,243,254,331,332
331.452,135,143,154,234,245,253,331,332
331.254,123,135,152,243,254,331,334,345
331.524,125,132,153,234,245,331,334,354
331.425,124,132,143,235,254,331,335,345
331.245,123,134,142,245,253,331,335,354
332.514,123,134,145,152,253,332,334,354
332.154,125,132,143,154,235,332,334,345
332.145,124,132,145,153,234,332,335,354
332.415,123,135,142,154,243,332,335,345
334.215,124,135,143,152,234,253,334,335
334.125,125,134,142,153,235,243,334,335
441.532,135,143,154,234,245,253,441,442
441.352,134,145,153,235,243,254,441,442
441.253,124,145,152,234,253,354,441,443
441.523,125,142,154,235,243,345,441,443
441.325,123,134,142,245,253,354,441,445
441.235,124,132,143,235,254,345,441,445
442.513,124,135,143,152,254,345,442,443
442.153,125,134,142,153,245,354,442,443
442.135,123,135,142,154,243,345,442,445
442.315,124,132,145,153,234,354,442,445
443.215,123,134,145,152,243,254,443,445
443.125,125,132,143,154,234,245,443,445
551.432,134,145,153,235,243,254,551,552
551.342,135,143,154,234,245,253,551,552
551.243,125,142,154,235,243,345,551,553
551.423,124,145,152,234,253,354,551,553
551.324,123,135,152,243,254,345,551,554
551.234,125,132,153,234,245,354,551,554
552.413,125,134,142,153,245,354,552,553
552.143,124,135,143,152,254,345,552,553
552.134,123,134,145,152,253,354,552,554
552.314,125,132,143,154,235,345,552,554
553.214,123,135,142,154,245,253,553,554
553.124,124,132,145,153,235,254,553,554
123.245,123,125,132,152,234,243,245,254
123.254,123,124,132,142,235,245,253,254
123.415,123,125,132,134,143,145,152,154
123.453,123,132,134,143,235,253,345,354
123.514,123,124,132,135,142,145,153,154
123.543,123,132,135,153,234,243,345,354
124.235,124,125,142,152,234,235,243,253
124.315,124,125,134,135,142,143,152,153
124.354,124,134,142,143,245,254,345,354
124.534,124,142,145,154,234,243,345,354
125.345,125,135,152,153,245,254,345,354
125.435,125,145,152,154,235,253,345,354
134.325,134,135,143,153,234,235,243,253
134.524,134,143,145,154,234,243,245,254
135.425,135,145,153,154,235,245,253,254
